presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana,amplitud_presion,amplitud_humedad,amplitud_viento,velocidad_resultante
992.1099,989.37,995.77,2.2277,64.4614,35.28,96.5,20.664,1.9594,,,1.136,3.1863,0.4,7.17,1.7471,-1.8157,-0.0186,180.5876,144.0,2014.0,55.0,invierno,febrero,S,14.03,6.399999999999977,61.22,,1.81579526654301
987.5483,985.78,989.58,1.0936,62.5394,35.26,86.2,15.4259,7.773840000000001,1.1880000000000002,22.428,1.4511,3.3906,0.72,8.85,1.9857,,-0.7243,200.9547,144.0,2014.0,56.0,verano,agosto,S,14.47,3.800000000000068,50.940000000000005,21.240000000000002,
989.3497,987.48,991.56,1.1132,67.1558,40.67,80.1,11.0143,3.996,0.396,6.017356764,0.5158,1.9485,0.28,2.7588872400000004,0.8846,-0.5721,,199.9433,144.0,2014.0,57.0,verano,febrero,S,9.75,4.079999999999927,39.42999999999999,5.621356764,
989.435,984.21,992.32,2.7271,78.9669,0.6117,89.2,8.2103,1.7225,0.25,4.78,1.2899,2.7578,0.48,6.89,1.8169,-1.4621,-0.2532,189.8268,144.0,2014.0,58.0,invierno,febrero,,7.52,8.110000000000014,88.5883,4.53,1.4838620724312621
979.246,976.72,984.1,2.2548,75.9109,57.75,90.2,10.5917,1.8829,0.2,5.17,1.2603,2.8826,0.44,7.93,1.7601,-1.6672,-0.5598,198.5591,144.0,,59.0,invierno,marzo,S,12.09,7.3799999999999955,32.45,4.97,1.7586733295299615
975.9073,974.5,977.28,0.9751,72.8424,39.01,94.6,18.01,1.4632,0.18,2.85209289,1.0418,2.4333,0.4,4.40552039,1.6244,-1.2481,0.2314,169.4943,144.0,2014.0,60.0,primavera,marzo,S,8.95,2.7799999999999727,55.589999999999996,2.67209289,1.2693697530664578
976.8696,974.25,978.83,1.2505,79.4264,62.56,90.7,8.8838,0.9956,0.14,1.76469364,0.5938,1.7375,0.36,2.70917756,0.913,-0.1392,0.0277,168.7537,144.0,2014.0,61.0,,marzo,S,11.61,4.580000000000041,28.14,1.6246936399999998,0.14192931339226578
969.3042,966.93,974.04,1.8051,75.9683,0.4115999999999999,98.2,20.907,1.5615,0.17,7.04,1.593,2.4497,0.44,9.69,2.335,-1.0032,-0.7039,215.0564,144.0,2014.0,62.0,primavera,marzo,SO,7.72,7.110000000000014,97.78840000000001,6.87,1.225514361400959
976.3878,971.36,982.42,3.2277,79.5097,71.6,89.7,4.4073,0.9111,0.16,1.94489123,,1.4892,0.36,2.64082675,0.7665,-0.0707,0.0412,149.7502,144.0,2014.0,63.0,primavera,marzo,SE,9.88,11.059999999999945,18.10000000000001,1.7848912300000002,0.08182866246004514
990.2767,982.55,998.56,4.789,,0.591,98.1,12.4542,1.1722,0.25,2.82102434,0.8246,2.1015,0.48,4.57950427,1.4117,-0.1735,-0.4686,249.6877,144.0,2014.0,64.0,primavera,diciembre,O,10.26,16.00999999999999,97.509,2.57102434,0.49968811272632857
1002.1792,,1003.8,1.4323,85.61,60.01,97.4,12.2734,1.0063,0.2,3.17,0.671,1.7378,0.4,4.61,1.0223,0.364,0.2445,33.8871,144.0,2014.0,65.0,primavera,marzo,NE,10.48,,37.39000000000001,2.9699999999999998,0.4384931584414972
1000.3983,998.34,1002.84,1.2879,83.1037,53.78,99.5,17.5803,1.3915,0.13,3.41,0.6786,2.2499,0.34,5.53,0.9903,-0.4033,-0.0472,186.6699,144.0,2014.0,66.0,primavera,marzo,S,11.02,4.5,45.72,3.2800000000000002,0.40605261974281115
1005.7219,,1007.48,1.911,81.9524,66.61,95.1,8.4655,1.0845,0.2,2.46684287,0.8264,1.7757,0.44,2.98879451,1.1139,-0.0985,0.3493,105.7538,144.0,2014.0,67.0,primavera,junio,E,19.33,,28.489999999999995,2.2668428699999996,0.36292249861368475
1004.9954,1003.39,1006.74,1.0534,73.9136,34.89,99.2,25.6407,1.084,0.22,1.73362509,0.5464,1.8394,0.48,2.58490336,0.7954,-0.6349,0.1842,163.8178,144.0,,68.0,primavera,febrero,S,17.98,3.3500000000000227,64.31,1.5136250900000001,0.6610806683000192
999.2451,996.89,1003.24,1.8597,64.7992,28.54,95.3,21.899,4.743720000000001,0.792,16.668,1.1137,2.1735,0.56,6.36,1.5229,0.0422,0.527,85.4251,144.0,2014.0,69.0,,abril,E,12.52,6.350000000000023,66.75999999999999,15.876,0.528686901672436
1003.3102,998.86,1007.09,2.2924,75.4031,51.97,91.5,12.5022,1.7729,0.14,6.04,1.6399,2.7466,0.36,8.41,2.2738,1.0787,0.8077,36.8244,144.0,2014.0,70.0,primavera,enero,NE,13.55,8.230000000000018,39.53,5.9,1.3475804168954073
1006.1923,1004.18,1008.41,1.3385,73.3498,0.3167999999999999,99.0,26.3416,1.1922,0.13,3.76,0.8515,1.9629,0.28,5.39,1.2799,0.1385,0.4649,73.4117,144.0,2014.0,71.0,primavera,marzo,E,17.7,4.230000000000018,98.6832,3.63,0.4850920118905278
1001.3477,998.79,1004.19,1.6962,62.8631,,,18.686,0.8823,,,0.4518,1.6856,0.28,2.7588872400000004,,-0.2491,-0.0575,192.999,144.0,,72.0,,marzo,S,16.73,5.400000000000091,,,0.2556502689222133
997.3494,990.02,1001.2,3.5885,65.2675,0.3639,92.7,,3.85272,0.468,5.7041857799999995,61.82,1.8321,0.28,2.33635496,-46.55,-0.5508,0.1854,161.3973,144.0,2014.0,73.0,primavera,abril,S,11.35,11.180000000000064,92.3361,5.23618578,0.5811658971412552
988.2601,985.46,990.23,1.4795,64.663,41.24,87.9,9.9482,9.5256,2.3400000000000003,19.116,96.73,5.7172,1.44,10.77,-99.47,-0.3804,-2.3112,,144.0,2014.0,74.0,primavera,junio,O,11.74,4.769999999999982,46.660000000000004,16.776,2.342295796862557
986.5933,983.77,989.83,1.8914,78.2631,66.09,89.5,4.5496,3.3674,1.03,5.71,0.9835,7.0118,2.08,13.17,1.9228,-0.9654,-3.147,252.9461,144.0,2014.0,75.0,primavera,marzo,O,11.77,6.060000000000059,23.409999999999997,4.68,3.29174819207059
990.8143,,992.54,0.9599,67.6494,0.6004,75.3,4.594,1.9806,,2.47927029,0.7865,4.1331,1.12,5.523988190000001,1.5512,-0.5643,-1.6966,251.6012,144.0,2014.0,76.0,,,O,12.85,,74.6996,,1.7879837946692918
987.8017,984.48,991.69,2.4195,69.4992,0.5653,82.4,6.7484,2.5138,0.37,6.65,1.4636,4.099,,9.15,2.1326,-1.8423,-1.5556,220.1777,144.0,2014.0,77.0,primavera,marzo,SO,13.17,7.210000000000036,81.83470000000001,6.28,2.411215595918374
991.875,985.73,995.35,3.2916,66.6317,55.84,77.6,5.939,3.144,0.73,,0.9459,6.061,1.64,10.21,1.6056,-1.752,-2.388,233.7344,144.0,2014.0,78.0,primavera,diciembre,SO,20.52,9.620000000000005,21.75999999999999,,2.9617643390384725
978.9374,976.47,984.01,2.1338,78.8364,67.36,91.4,6.6667,2.4794,0.48,6.87,1.5567,3.8163,0.96,11.03,2.2698,-1.8353,-0.8983,206.0781,144.0,2014.0,81.0,primavera,marzo,SO,8.5,7.539999999999964,24.040000000000006,6.390000000000001,2.0433474936975355
979.3338,977.46,981.37,0.9299,72.2712,58.2,84.2,7.7946,1.2592,0.31,3.25,0.6283,2.1495,0.48,4.85,,-0.1158,-0.7354,261.0529,144.0,2014.0,82.0,,marzo,O,8.69,3.909999999999968,26.0,2.94,0.7444614160586163
983.9062,981.01,985.69,1.4305,77.1523,,,11.5278,1.431,0.27,1.90760897,0.6919,2.6486,0.64,3.0882138699999997,1.1537,-0.2969,-1.03,253.9178,144.0,2014.0,83.0,primavera,marzo,O,7.68,4.680000000000064,,1.63760897,1.071937316264342
984.1702,982.62,985.74,0.8932,80.7,54.9,95.2,13.4642,1.3121,0.26,4.94,0.7964,2.1544,0.56,6.63,1.1513,-0.2079,-0.0803,201.129,144.0,2014.0,84.0,primavera,marzo,,10.29,3.1200000000000045,40.300000000000004,4.680000000000001,0.2228687954829029
987.6263,984.64,989.95,1.6368,73.1031,42.09,97.6,21.7104,2.3828,0.33,5.71,1.6179,4.1292,0.76,10.09,2.7042,0.2369,1.732,82.2124,144.0,2014.0,85.0,,marzo,E,12.61,5.310000000000059,55.50999999999999,5.38,1.7481263140860273
988.4392,986.66,989.7,0.9775,63.9574,45.97,83.1,11.5443,4.0932,0.96,,1.3619,6.3543,2.76,7.18926247,2.1507,2.7311,2.4075,41.3974,144.0,2014.0,86.0,primavera,marzo,NE,7.36,3.0400000000000773,37.129999999999995,,3.6407366644677834
993.159,989.71,995.87,1.7532,0.84935599999999,0.6718000000000001,94.3,6.4318,2.5081,0.23,4.49,,3.5055,0.52,,1.5302,2.1438,1.0824,26.7892,144.0,2014.0,87.0,primavera,marzo,NE,15.67,6.159999999999968,93.62819999999999,4.26,2.4015553710043833
995.4552,993.25,997.6,1.475,80.1496,54.45,98.8,16.9498,6.61572,0.7200000000000001,18.576,1.4173,2.9636,0.52,7.95,1.9298,0.8814,1.0615,50.2954,144.0,2014.0,88.0,primavera,septiembre,NE,19.6,4.350000000000023,44.349999999999994,17.856,1.3797275854312692
990.643,988.36,993.28,1.6682,72.9338,38.75,99.1,23.4908,1.3248,0.17,4.84,1.0545,2.1724,0.4,7.63,1.4604,0.0983,0.3855,75.6948,144.0,2014.0,89.0,primavera,julio,E,17.43,4.919999999999959,60.349999999999994,4.67,0.3978355690483193
987.7712,,,0.5795,69.9704,0.4627,88.9,13.6648,2.63808,0.5760000000000001,12.096,45.81,,0.32,4.8,-39.04,-0.0854,0.108,128.3377,144.0,,90.0,primavera,mayo,SE,19.01,,88.43730000000001,11.52,0.13768500281439516
986.2028,984.61,987.68,1.1147,69.2804,38.37,94.7,18.5963,1.3712,0.19,4.28,0.9958,2.2211,0.36,5.8,1.3524,0.1132,0.5498,78.3651,144.0,2014.0,91.0,,abril,E,21.79,3.0699999999999363,56.330000000000005,4.09,0.5613325930319741
982.26,,,2.2501,59.5044,32.75,85.1,18.0312,1.5571,0.17,4.17,0.9908,2.5942,0.44,6.32,1.5466,-0.7346,-0.0232,181.8103,144.0,2014.0,92.0,,agosto,S,22.85,,52.349999999999994,4.0,0.7349662577288838
978.859,977.96,980.36,0.5914,59.4502,34.58,86.0,17.0027,1.2124,0.13,3.57,0.707,2.33,0.44,5.92,1.2852,-0.1756,-0.1925,227.6351,144.0,2014.0,93.0,primavera,abril,SO,16.2,2.3999999999999773,51.42,3.44,0.26056018498611794
982.3479,980.38,984.68,1.3453,75.4183,64.04,83.2,4.2235,7.4574,0.5760000000000001,18.396,155.17000000000002,3.0147,0.4,6.65,-104.175,1.5282,0.9318,31.3727,144.0,2014.0,94.0,primavera,octubre,NE,15.7,4.2999999999999545,19.159999999999997,17.82,1.7898733139526941
987.131,984.4,990.54,1.7958,78.8821,63.3,89.9,8.3202,1.3579,0.16,4.11,0.9517,2.0816,0.4,5.48,1.232,1.0974,0.4793,23.5955,144.0,,95.0,primavera,abril,NE,18.67,6.139999999999986,26.60000000000001,3.95,1.1975037578229137
991.201,990.2,992.31,0.5941,67.6858,0.4107,93.0,18.6247,4.5126,0.684,11.088,0.7013,2.3634,7.798076897250128,0.52,1.4588,-0.1623,-0.6065,255.0162,144.0,2014.0,96.0,primavera,agosto,O,21.44,2.1099999999999,92.5893,10.404,0.6278403778031484
989.7513,985.13,992.38,2.5458,64.8967,47.1,86.9,12.6244,1.6476,0.34,4.18,0.8795,2.7544,0.76,6.24,1.2099,-1.3781,-0.0846,183.5126,144.0,2014.0,97.0,primavera,abril,S,18.24,7.25,39.800000000000004,3.84,1.3806943072237243
987.0324,983.26,992.84,3.1809,58.1615,37.76,83.1,9.4658,3.2399,0.96,4.87776235,1.5899,5.9182,1.76,7.81063347,2.8797,-1.6073,-2.4191,236.3998,144.0,2014.0,98.0,,abril,SO,10.74,9.580000000000041,45.339999999999996,3.9177623500000003,2.904386010846354
994.3257,992.93,995.96,0.8716,62.8723,0.5174,78.1,7.1802,10.2924,,16.632,0.7467,5.7918,2.04,9.53,1.3427,-0.59,-2.7705,257.9784,144.0,2014.0,99.0,primavera,agosto,O,11.75,3.0300000000000864,77.5826,,2.832626034265731
993.5949,,,0.6785,84.8024,0.6773,96.3,8.4869,1.6983,0.29,3.25,0.7127,3.3575,0.56,6.33,1.5068,0.0892,-1.295,,144.0,2014.0,100.0,primavera,abril,O,14.05,,95.6227,2.96,1.2980684265476916
992.1678,990.47,994.12,0.9073,81.3068,,,13.0586,1.3132,0.27,3.04,0.4711,2.0769,0.64,4.4,0.72,-0.5606,0.0508,174.8253,144.0,2014.0,101.0,primavera,abril,S,15.39,3.6499999999999773,,2.77,0.5628969710346645
990.2311,988.03,992.16,1.5012,,,93.8,,1.2161,,,0.6043,2.0135,0.44,4.08,0.8563,0.3091,0.3085,44.9469,144.0,2014.0,102.0,primavera,abril,NE,14.52,4.1299999999999955,,,0.43670935414758405
989.6699,988.36,991.21,0.8219,62.1604,49.13,80.7,8.7636,1.9832,0.82,2.47305658,0.6357,3.6789,1.32,5.01446397,1.4009,-0.37,-1.8642,258.7728,144.0,2014.0,103.0,primavera,abril,O,11.62,2.8500000000000227,31.57,1.6530565800000003,1.9005635059108128
986.3617,983.91,990.23,1.8857,73.4942,46.92,89.2,11.0792,2.551,0.46,5.05,0.9769,5.4304,1.08,12.45,2.3119,-0.3787,-2.3578,260.8743,144.0,2014.0,104.0,primavera,abril,O,7.83,6.32000000000005,42.28,4.59,2.3880189551174005
994.4229,990.1,999.11,2.6274,0.746232,0.5739,89.5,12.121,2.6724,1.07,4.3,0.6487,5.1691,1.68,8.37,1.2004,-0.2168,-2.5738,265.1848,144.0,2014.0,105.0,primavera,abril,O,10.25,9.009999999999991,88.9261,3.2299999999999995,2.582914764369897
1002.4419,999.19,1004.06,1.2356,67.1001,31.21,89.5,19.3718,2.1028,0.33,4.91,1.3001,3.4991,0.6,7.53,1.9452,0.8647,0.981,48.6081,144.0,2014.0,106.0,primavera,abril,NE,14.07,4.869999999999891,58.29,4.58,1.3076953353132372
995.3473,985.12,1002.75,5.8325,56.0298,31.46,92.6,22.8599,2.2961,0.4,5.18,1.3373,3.6494,0.72,8.69,2.1514,-2.0321,-0.4921,193.6121,144.0,2014.0,107.0,primavera,abril,S,10.43,17.629999999999995,61.13999999999999,4.779999999999999,2.0908354358963783
984.5772,981.9,988.26,1.6432,83.5793,0.4690999999999999,95.2,11.6157,1.4331,0.2,3.53,0.6836,2.6559,0.56,7.35,1.3476,-0.3945,-0.7005,240.6159,144.0,2014.0,108.0,primavera,abril,SO,15.77,6.360000000000014,94.7309,3.3299999999999996,0.8039468265998692
988.8917,985.55,991.72,1.8731,90.3672,69.63,99.2,9.5765,6.63696,0.648,11.363632848000002,114.74,2.9362,10.649236228280216,0.27340324,-85.17,1.1005,0.818,36.622,144.0,2014.0,109.0,primavera,junio,NE,18.35,6.170000000000073,29.570000000000007,10.715632848000002,1.3712126932026263
982.9925,981.08,985.49,1.0434,70.9654,46.91,91.9,13.7838,3.4281,0.17,6.91,1.9148,5.4464,0.36,10.61,2.6926,1.5204,2.2196,55.5891,144.0,2014.0,110.0,primavera,marzo,NE,15.66,4.409999999999968,44.99000000000001,6.74,2.6903977995828052
979.5032,,981.74,0.9152,78.5585,55.06,99.2,17.8179,7.18344,0.6120000000000001,13.913739432,166.1,3.3709,0.4,6.145359190000001,-138.54999999999998,-0.6398,1.2771,116.6093,144.0,2014.0,111.0,primavera,marzo,SE,18.96,,44.14,13.301739432,1.4284006615792362
985.0186,,,2.7748,71.0733,0.4523,93.2,15.4676,,0.21,4.42,1.191,2.8489,0.42,7.28,1.831,-0.9939,-0.9056,222.3384,144.0,2014.0,112.0,primavera,septiembre,SO,20.02,,92.74770000000001,4.21,1.3445997806038792
992.4969,990.16,993.66,0.9095,69.6828,43.84,95.4,17.3637,5.19768,0.792,15.48,93.79,2.5131,0.48,6.56,-74.845,0.5699,0.3284,29.9571,144.0,2014.0,113.0,primavera,diciembre,NE,17.94,3.5,51.56,14.688,0.6577481052804334
992.756,990.57,994.42,1.2541,82.5337,0.6812,95.3,7.7851,2.5465,0.26,6.06,1.7867,3.7235,0.56,7.49,2.3081,1.7118,1.241,35.9415,144.0,2014.0,114.0,primavera,abril,NE,21.46,3.849999999999909,94.6188,5.8,2.114317913654425
987.2624,984.82,990.54,1.714,76.7497,49.19,98.7,17.5579,2.6985,0.73,5.15,1.0427,4.0803,1.26,8.05,1.6504,2.0486,1.4725,35.7091,144.0,2014.0,115.0,primavera,abril,NE,20.87,5.719999999999914,49.510000000000005,4.42,2.522898771255002
983.8672,980.87,986.04,1.8722,72.7869,53.04,95.7,14.5179,5.5263599999999995,0.792,15.732,108.75,2.5154,0.44,6.32,-78.66499999999999,0.4472,0.682,56.7487,144.0,2014.0,116.0,primavera,julio,NE,19.84,5.169999999999959,42.660000000000004,14.94,0.8155438921357944
979.9775,978.44,982.13,0.9999,86.6183,55.78,95.7,11.3544,1.452,0.22,6.01,1.172,2.5454,0.52,8.21,1.7201,-0.2798,-0.2644,223.3728,144.0,2014.0,117.0,primavera,diciembre,SO,15.79,3.689999999999941,39.92,5.79,0.38496155652220654
983.0274,981.51,984.93,0.9227,91.0,82.1,97.7,4.7945,1.675,0.38,4.4,1.1029,2.711,0.88,6.17,1.3348,0.8959,0.4459,26.4586,144.0,2014.0,118.0,primavera,junio,NE,20.0,3.419999999999959,15.600000000000009,4.0200000000000005,1.0007315424228418
984.6822,983.22,986.02,0.8242,76.2468,45.55,98.8,19.295,1.2186,0.16,3.03,0.738,2.061,0.36,4.8,1.1421,0.2904,0.5231,60.9617,144.0,2014.0,119.0,primavera,abril,NE,20.48,2.7999999999999545,53.25,2.8699999999999997,0.5983024068144804
983.2212,981.92,984.2,0.6656,66.4882,,,21.7023,1.6469,0.18,,1.1734,2.6421,0.36,4.1756131199999995,1.8274,0.7352,0.6981,43.5209,144.0,2014.0,120.0,primavera,septiembre,NE,17.55,2.2800000000000864,,,1.0138356129077337
983.998,983.45,984.91,0.3602,,65.25,95.9,7.7663,1.0676,0.24,3.72,0.6521,1.7892,7.964590440442773,0.52,1.0021,0.134,0.0809,31.1095,144.0,2014.0,121.0,primavera,mayo,NE,10.81,1.4599999999999227,30.650000000000006,3.4800000000000004,0.15652734585368783
988.3263,983.84,993.91,3.5091,94.7549,89.4,96.9,2.0448,3.5334,,,1.7441,5.2055,0.64,9.63,2.3989,3.0151,1.6041,28.0139,144.0,2014.0,122.0,primavera,mayo,NE,10.82,10.069999999999936,7.5,,3.415254722564629
995.1645,993.57,996.74,0.7587,69.2547,44.71,91.2,17.0711,3.0611,0.24,3.81521794,1.5788,4.7885,0.54,6.1702140299999995,2.3284,2.3885,1.2255,27.1624,144.0,,123.0,,enero,NE,12.18,3.169999999999959,46.49,3.57521794,2.684545119754928
995.6599,994.19,996.97,0.9143,70.744,,93.5,14.5299,1.6276,0.13,3.69094374,1.3316,2.9838,0.28,5.02689139,2.1333,0.8715,0.2904,18.4307,144.0,2014.0,124.0,,mayo,N,15.77,2.7799999999999727,,3.56094374,0.918610042401018
991.7995,989.34,994.99,1.8509,67.6186,48.0,93.0,16.5209,1.5399,0.2,4.09,1.0619,2.5886,0.44,6.32,1.6751,0.4398,0.6555,56.138,144.0,2014.0,125.0,primavera,mayo,NE,21.22,5.649999999999977,45.0,3.8899999999999997,0.7893695522377335
985.6488,983.02,989.59,2.0283,62.569,39.99,91.5,16.3076,2.6874,,6.75,1.5292,4.0888,0.68,10.09,2.3263,-2.2847,-0.9787,203.1883,,2014.0,126.0,primavera,mayo,SO,17.15,6.57000000000005,51.51,,2.485499503118035
983.903,981.19,987.14,1.6893,60.8926,41.58,78.4,9.085,2.939,,,1.0495,4.9297,12.36078259275672,1.38,1.9114,-1.7839,-2.0419,228.8566,144.0,2014.0,127.0,primavera,octubre,SO,17.19,5.949999999999932,36.82000000000001,,2.7113935199450485
986.295,983.1,987.67,1.174,70.5422,48.52,94.5,15.5507,3.158,0.46,7.47,1.4713,5.1512,0.96,12.33,2.6658,-2.4216,-1.8975,218.0812,144.0,2014.0,128.0,primavera,mayo,SO,19.07,4.569999999999936,45.98,7.01,3.076467586372397
984.3493,981.98,988.04,,71.1765,49.35,90.3,14.1355,12.6108,3.564,18.544196124,1.4639,6.048,1.72,7.33839151,2.257,-2.7089,-1.9429,215.6487,144.0,2014.0,129.0,primavera,marzo,SO,15.89,6.059999999999945,40.949999999999996,14.980196123999999,3.333616597630867
985.1487,978.07,989.14,3.6021,76.5047,0.4924,91.4,12.7877,3.2664,0.62,6.83,1.6582,5.0612,1.2,11.53,2.3641,-2.8496,-1.0795,200.7484,144.0,2014.0,130.0,primavera,mayo,S,14.85,11.069999999999936,90.9076,6.21,3.047218470999413
982.7341,981.06,984.8,0.9439,64.7776,39.57,88.4,14.141,3.3465,,4.13211715,1.4958,5.7651,1.04,7.26382699,2.798,-2.3715,-2.1729,222.497,144.0,2014.0,132.0,primavera,mayo,SO,14.1,3.740000000000009,48.830000000000005,,3.2164431690922193
987.694,984.82,992.71,2.1953,78.279,0.5444,,9.4396,6.981120000000001,1.116,13.968,75.22,3.4888,0.92,7.31,-69.04,-0.5272,-1.7076,252.8422,144.0,2014.0,133.0,primavera,diciembre,O,13.14,7.889999999999986,,12.852,1.7871311087886081
997.6089,992.86,1001.53,2.227,74.6139,48.64,88.3,11.9444,2.7862,0.97,2.64082675,0.6888,4.9095,2.3,8.37,1.055,-0.4808,-2.5783,259.4361,144.0,2014.0,134.0,primavera,mayo,O,13.43,8.669999999999959,39.66,1.67082675,2.622746562289235
1003.7094,1001.52,1004.68,0.9088,76.2363,60.04,90.1,8.639,6.0156,1.944,13.68,0.6847,3.2339,1.04,6.85,1.2548,0.2796,-0.1522,331.4424,144.0,2014.0,135.0,,mayo,NO,16.22,3.159999999999968,30.059999999999995,11.736,0.31834101212379157
1000.9394,997.33,1004.3,2.5723,65.3276,44.25,88.9,14.8679,2.9508,0.46,4.49251233,1.8528,5.0317,1.4,12.21,2.6658,1.8714,1.1345,31.2247,144.0,2014.0,136.0,,agosto,NE,17.15,6.969999999999914,44.650000000000006,4.03251233,2.188430535795002
993.8467,990.54,997.23,2.2663,67.9159,0.4407,83.9,9.7734,1.9828,0.44,5.13,1.0459,3.8188,12.997205837016802,1.14,1.6127,0.9868,-0.0473,357.254,144.0,2014.0,137.0,,mayo,N,12.15,6.690000000000055,83.4593,4.6899999999999995,0.9879329582517227
987.1952,984.74,991.05,1.8749,87.65,79.7,94.1,,1.1294,0.26,4.01,0.5418,2.0333,0.52,5.51,0.8357,-0.2667,-0.7019,249.1916,144.0,2014.0,138.0,primavera,julio,O,23.62,6.309999999999945,14.399999999999991,3.75,0.7508611722548982
983.951,983.07,985.42,0.5268,75.2432,,,18.4402,5.19264,1.0080000000000002,11.412,0.6453,2.3212,0.68,4.88,0.9835,-0.2057,0.3598,119.7596,144.0,2014.0,139.0,primavera,abril,SE,26.34,2.349999999999909,,10.404,0.4144496712509252
987.0241,985.43,988.16,0.6399,61.7153,,,20.6065,1.2145,0.16,2.62839933,0.7884,2.1663,0.4,4.30610103,1.3347,-0.228,0.4702,115.8664,144.0,2014.0,140.0,primavera,mayo,SE,27.66,2.730000000000018,,2.46839933,0.5225629531453603
986.9764,983.96,988.99,1.6748,57.6149,33.6,91.1,20.0428,6.78636,0.684,10.200426336,1.2223,3.2204,0.44,4.80319783,2.0362,-0.6644,1.1489,120.0418,144.0,2014.0,141.0,primavera,enero,SE,27.59,5.029999999999973,57.49999999999999,9.516426336,1.3271769173700996
981.9853,980.07,983.84,1.0248,61.518,45.88,85.2,11.4179,1.729,0.2,4.79,1.1464,2.9903,0.44,7.28,1.7697,0.3718,0.4473,50.2677,144.0,2014.0,142.0,primavera,mayo,NE,20.43,3.769999999999982,39.32,4.59,0.5816463960173741
984.0603,981.52,986.76,1.6357,71.5606,59.8,86.4,8.3336,5.55588,0.684,10.826768304,0.8549,3.1101,0.48,6.816439870000001,1.758,-0.0778,-0.995,265.53,144.0,2014.0,143.0,primavera,diciembre,O,20.8,5.240000000000009,26.60000000000001,10.142768304,0.9980369933023525
993.671,992.28,995.12,0.874,66.1203,41.01,98.5,21.1509,1.8024,0.16,4.59,1.095,3.0992,0.32,6.68,1.7742,0.6023,,47.9237,144.0,2014.0,145.0,primavera,mayo,NE,23.78,2.840000000000032,57.49,4.43,
988.6928,984.13,993.2,3.1187,61.7867,0.4036,90.6,16.6812,3.7608,0.19,4.5360083,2.2136,5.8135,0.32,7.77335121,3.384,1.9289,2.9769,57.0585,144.0,2014.0,146.0,,mayo,NE,18.31,9.07000000000005,90.1964,4.346008299999999,3.547194499882971
982.5199,981.9,984.03,0.4068,88.0711,0.6606000000000001,96.6,8.4015,2.0615,0.49,3.51074615,1.0266,3.1559,11.980400116264978,0.7456452,1.2567,1.4916,0.6571,23.7741,144.0,2014.0,147.0,primavera,diciembre,NE,13.97,2.1299999999999955,95.93939999999999,3.02074615,1.6299236086393742
984.2763,982.12,987.3,1.6652,93.3236,0.8740000000000001,97.2,2.5495,1.6467,0.4,2.485484,0.7533,3.0557,0.92,3.5853106699999997,0.9643,1.4052,0.5714,22.1263,144.0,2014.0,148.0,primavera,mayo,N,9.58,5.17999999999995,96.32600000000001,2.085484,1.5169327605401632
989.9255,987.03,993.36,2.0714,91.5639,0.7909999999999999,97.5,5.6546,9.24732,1.656,11.497848984,123.12,3.9967,1.22,4.45523007,-74.75500000000001,2.2177,1.1602,27.6161,144.0,2014.0,,primavera,octubre,NE,17.72,6.330000000000041,96.709,9.841848984,2.502849841680479
994.479,993.29,,0.6008,71.2165,,,15.2083,1.9813,0.22,4.98,1.0279,3.2003,0.46,6.81,1.5925,1.207,0.669,29.0002,144.0,2014.0,150.0,primavera,mayo,NE,20.12,,,4.760000000000001,1.3800036231836497
994.1938,,995.47,0.9483,62.9165,38.1,95.5,20.5675,,0.13,3.25,0.6949,2.4554,0.3,6.64,1.4073,0.1914,-0.5376,289.5955,144.0,2014.0,151.0,primavera,mayo,O,18.79,,57.4,3.12,0.5706555178038674
993.5734,992.39,994.65,0.7058,64.1725,37.49,88.8,14.6091,1.7544,0.19,2.81481063,1.2214,3.0406,0.36,7.73606895,2.0608,0.935,0.767,39.366,144.0,2014.0,152.0,verano,junio,NE,18.6,2.259999999999991,51.309999999999995,2.6248106300000003,1.2093444505185444
992.1694,990.46,993.66,1.2158,67.7495,47.89,91.6,15.5814,1.6967,,,1.3188,2.8419,0.4,7.2,2.0811,0.9976,0.8681,41.0289,144.0,2014.0,153.0,verano,junio,NE,21.07,3.199999999999932,43.709999999999994,,1.322423294561919
988.4721,986.53,990.75,1.4013,62.3335,36.75,91.0,17.634,1.6249,0.27,4.39,1.0723,2.8542,0.6,6.24,1.7668,0.6236,0.6468,46.0448,144.0,2014.0,154.0,verano,febrero,NE,21.92,4.220000000000027,54.25,4.119999999999999,0.8984582349781207
982.7552,979.95,986.49,2.0393,65.9567,43.66,91.9,15.77,5.75532,0.972,11.654434476,1.0634,2.7374,0.56,5.64826239,1.6727,-0.3189,0.3834,129.7461,144.0,2014.0,155.0,invierno,julio,SE,18.68,6.539999999999964,48.24000000000001,10.682434476000001,0.498691056667352
986.7611,982.06,991.78,2.9036,61.8967,38.34,96.1,19.9577,3.0915,,7.15,1.6278,5.0674,0.48,11.25,2.6833,-2.3327,-1.8195,217.953,144.0,2014.0,156.0,verano,junio,SO,26.59,9.720000000000027,57.75999999999999,,2.9583896869749933
